ACCT 100	Determine and produce the type of report or document needed for a business transaction.
ACCT 100	Analyze and adjust/correct data so that reports are accurate.
ACCT 100	Employ organizational skills to aid in the management of a small business.
ACCT 105	Prepare a moderately complex Internal Revenue Service Form 1040 and California Franchise Tax Board Form 540 and their associated and supporting forms.
ACCT 105	Calculate, compare, analyze and select the appropriate tax provision that would most benefit the taxpayer's circumstances.
ACCT 105	Plan and anticipate potential income tax consequences of financial events.
ACCT 105	Identify issues and potential tax liabilities or benefits.
ACCT 105	Locate and interpret various sources of technical income tax research data.
ACCT 110	Calculate gross employee earnings, tax withholding, other payroll deductions, and net pay in accordance with relevant federal and state laws.
ACCT 110	Interpret, develop, and classify appropriate data to apply payroll principles.
ACCT 110	Create accurate, complete California and federal schedules, forms and supporting documents.
ACCT 110	Describe and apply employment laws that impact the payroll of a company.
AET 22	Explain terms and nomenclature pertaining to the tools, materials and hardware associated with agricultural construction.
AET 22	Demonstrate the safe and proper usage of basic construction tools, both power and hand.
AET 22	Perform fundamental and proper techniques of construction including concrete, foundations, carpentry, plumbing and electrical.
AET 22	Prepare a simple three dimensional drawing and a cost estimate for a small building.
AET 22	Demonstrate safe work habits.
AET 26	Explain applications of surveying.
AET 26	Properly use and care for instruments and equipment.
AET 26	Conduct accurate field observations and keep complete field notes.
AET 26	Categorize and calculate required data accurately and completely.
AET 26	Create a contour map.
AET 26	Estimate cut and fill for a surveyed tract.
AET 26	Communicate and work cooperatively with others.
AET 30	List all the safety and operation rules for tractors and crawlers.
AET 30	Operate wheel and track type tractors safely and properly.
AET 30	Identify tractor parts and their function.
AET 30	Describe power generation and transmission systems.
AET 30	Select the proper equipment for a specific job.
AET 30	Perform operator level maintenance and adjustment of tractor systems.
AET 30	Diagnose and repair minor tractor problems.
AET 30	Back a tractor and trailer through a course safely and accurately.
AET 30	Attach implements to tractor safely and properly.
AET 30	Communicate and work cooperatively with others.
AET 34	List safety and operation rules for each type of equipment.
AET 34	Operate tillage, planting, and harvest equipment safely and properly.
AET 34	Identify equipment parts and their function using correct terminology.
AET 34	Select equipment appropriate to specific operations.
AET 34	Perform appropriate calibration calculations and adjustments.
AET 34	Describe the principles of operation of each type of equipment.
AET 34	Communicate and work cooperatively with others.
AET 35	Explain regulations and rules concerning construction and excavation work sites.
AET 35	Write clear and concise reports, estimates, and plans.
AET 35	Identify skills required for management of work teams.
AET 35	Evaluate soils for excavation.
AET 35	Develop an erosion control strategy.
AET 35	Assess the fundamentals of fleet management.
AET 35	Communicate and work cooperatively with others.
AET 36	Select the proper equipment for a specific project.
AET 36	Perform operator level maintenance and adjustment.
AET 36	Write machine condition and use reports.
AET 36	Operate wheel and track type equipment safely and properly.
AET 36	Coordinate multiple machine operations.
AET 36	Practice proper operating techniques for specific machines.
AET 36	Plan and lay out excavations using survey equipment.
AET 36	Communicate and work cooperatively with others.
AET 38	Explain the operating principles of Diesel engines and related systems.
AET 38	Measure engine components and evaluate serviceability.
AET 38	Identify components used in engine and related systems.
AET 38	Identify the knowledge and skills required to repair and maintain electrical, hydraulic, engine, and power train components.
AET 38	Differentiate between open circuits, short circuits and shorts to ground in electrical circuit systems.
AET 38	Construct and analyze electrical circuits from schematic diagrams.
AET 38	Communicate and work cooperatively with others.
AET 43	Explain the operating principles of hydraulic and pneumatic systems.
AET 43	Evaluate component compatibility for hydraulic and pneumatic systems.
AET 43	Explain nomenclature and symbols of hydraulic and pneumatic systems.
AET 43	Solve problems involving pressure and flow.
AET 43	Identify components used in hydraulic and pneumatic systems.
AET 43	Properly adjust air brakes using the simulator axle.
AET 43	Perform in-cab air brake tests.
AET 43	Assemble a working dual air brake system using actual components.
AET 43	Communicate and work cooperatively with others.
AET 44	Define and apply terms associated with plan reading, grade setting, and drainage.
AET 44	Interpret construction plans to determine grading requirements.
AET 44	Set grades from a benchmark.
AET 44	Describe and apply proper practices for setting grades using a laser level, GPS or string.
AET 44	Identify and describe methods for maintaining construction site drainage.
AET 44	Describe and perform basic grading operations.
AET 44	Describe and apply proper practices for establishing the grade of a trench and drain pipe.
AET 44	Interpret markings of cut and fill slope stakes.
AGS 99	Identify CWE objectives that are unique to each student and employment situation in consultation with their employer and CWE instructor prior to enrollment.
AGS 99	Describe the importance of on-the-job responsibilities.
AGS 99	Identify the attitudes and knowledge elements necessary for success.
AGS 10	Identify the factors that enabled the development of early agrarian societies.
AGS 10	Describe the three "revolutions" in agricultural technology.
AGS 10	Analyze the impact of food distribution on hunger.
AGS 10	Identify and explain the major global food issues.
AGS 10	Describe the problems of food and fiber production in developing and developed countries and identify potential solutions to these problems.
AGS 20	Identify and discuss scientific methods and scientific research.
AGS 20	Categorize the roles of higher plants in the living world.
AGS 20	Describe the structural components of higher plants.
AGS 20	Explain the standard plant propagation methods.
AGS 20	Describe sexual and asexual reproduction in higher plants.
AGS 20	Explain photosynthesis, respiration, and translocation in higher plants.
AGS 20	Describe the physical and chemical properties of soils and how they affect soil erosion problems.
AGS 20	Describe the climatic influences on plant growth and development.
AGS 20	Categorize the biological competitors of higher plants.
AGS 30	Describe basic entomology and plant pathology and identify insects and plant pathogens.
AGS 30	Explain what constitutes a "pest" and reproductive strategies pests may have that make them successful as pests.
AGS 30	Plan and evaluate management strategies for insect and disease pests.
AGS 30	Explain the core concepts of integrated pest management (IPM) systems and the approaches to developing these systems.
AGS 30	Analyze how politics influence pest control and how it influences pest management decision-making.
AGS 30	Identify and discuss some of the common pest problems of agricultural and horticultural crops and the management of these problems, with an emphasis on IPM with commercial agricultural practices.
AGS 30	Identify the basic California Pest management laws and regulations.
AGS 30	Identify commercially-important orders of insects which are pests and pollinators.
AGS 30	Identify commercially-important crop diseases and pathogens.
AGS 40	Identify animal contributions to the development of human civilizations.
AGS 40	Describe economically significant breeds of animals and their unique adaptations.
AGS 40	Describe the function of the major body systems.
AGS 40	Identify reproductive cycles and biotechnological principles of animal reproduction.
AGS 40	Analyze genetic change through artificial/natural selection.
AGS 40	Discuss nutritional needs for various body functions.
AGS 40	Describe animal behavior as it relates to animal domestication, health and performance.
AGS 40	Explain basic strategies for disease control, prevention and management.
AGS 40	Utilize the scientific method to collect data, calculate production parameters and make scientifically-based management decisions.
AGS 40	Identify and discuss current issues affecting animal agriculture.
AGS 45	Identify feedstuffs common to livestock rations.
AGS 45	Use feeding tables and publications in analyzing feedstuffs.
AGS 45	Describe basic animal nutrients and their assimilation with the body.
AGS 45	Balance a ration for a variety of commercial livestock species.
AGS 45	Identify problems involved in practical feeding of livestock.
AGS 45	Evaluate economic factors and trends in feeding.
AGS 45	Identify various primary and by-product feeds, forms and processing techniques.
AGS 45	Apply changing nutritional requirements based upon animal physiological development.
AGS 45	Identify career requirements and potential opportunities leading to successful employment.
AGS 50	Analyze local soil quality as affected by human and natural activities.
AGS 50	Explain local geographical features and their relationship to local soils.
AGS 50	Evaluate parent rocks and other soil forming processes influence on local and global soils.
AGS 50	Demonstrate the determination of the following soil physical properties: textures (two methods), use of texture triangle, bulk density, particle density, pore space, organic content, color, pH, structure, conductivity and reactivity.
AGS 50	Demonstrate an understanding of the classification of local and global soil orders (i.e., soil taxonomy).
AGS 50	Discuss and understand the importance of essential plant nutrients.
AGS 50	Apply soil nutrient cycles to soil, plant, and soil organism relationships.
AGS 50	Demonstrate an ability to use appropriate terminology professionally when discussing soils.
AGS 50	Demonstrate practical soil management including soil conservation and sustainability.
AGS 50	Analyze a soil’s microbiological activity level.
AGS 50	Demonstrate an understanding of a soil food web.
AGS 50	Describe the Demonstrate how to read a soil map, explain the importance of soil mapping and how to locate a specific site using both township/range and GIS (Geographic Information Systems).
AGS 50	Demonstrate how to determine a Soil Storie Index Rating and a Natural Resources Conservation Service land capability class.
AGS 50	Describe the organic breakdown cycle of a soil and the role of organisms in soil physical and chemical properties.
AGS 50	Evaluate a soil’s water holding capacity, plant available water, properties and movement of water in soil.
AGS 51	Name the effect of major nutrients on plant growth, development, and disease resistance.
AGS 51	Identify the basic fertilizer requirements of major crops grown in the area.
AGS 51	Explain the importance of fertilizers in agricultural production.
AGS 51	List the different methods of applying fertilizers including the advantages and disadvantages of each method.
AGS 51	Explain the effect on pH that fertilizers have regarding crops, soil and fertilizer interactions.
AGS 97	Develop a set of research notes based on personal observations, readings, discussions and media presentations. Notes must be orderly, legible and meaningful for future reference, and include analytical questions.
AGS 97	Produce a summary research report with supporting notes that is orderly, legible and meaningful for future reference; including an index and bibliography.
AGS 97	Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of at least 1,500 words in a proper research-paper form, on a chosen topic that is pertinent to the special study theme.
AGS 104B	Discuss the importance of soil and soil fertility.
AGS 104B	Identify management strategies to manage the physical aspects of the soil.
AGS 104B	Read and interpret soil test, pH meters, Oxygen meters, and refractometers.
AGS 104B	Identify and discuss the proper organic sprays for nutrition and disease control.
AGS 104B	Explain the relationships between pH, EC (electrical conductivity), alkalinity, and water quality.
AGS 104B	Identify common winter and summer weeds.
AGS 104B	Identify common agricultural pests.
AJ 1	Explain the function and process of local, state, and federal law enforcement agencies.
AJ 1	Identify career opportunities and current employment requirements in law enforcement.
AJ 1	Identify current issues and events relevant to law enforcement and relationships between the police and society.
AJ 1	Describe the professional responsibilities of law enforcement including ethical standards and moral responsibility.
AJ 2	Demonstrate an understanding of criminological theories used to explain crime and criminality.
AJ 2	Explain the methods, theories, and concepts associated with the sources of crime data, the emerging patterns of criminal activity, and the costs of crime.
AJ 2	Understand the history, development, structure, and function of American police, courts, and corrections.
AJ 2	Demonstrate an understanding of the history, structure, and function of the police.
AJ 2	Convey an understanding of the process of adjudication.
AJ 2	Show an understanding of corrections including the roles of probation, parole, and community corrections; as well as the functions of prisons and jails.
AJ 2	Identify and describe special issues in the criminal justice system involving juvenile delinquency, drugs, and the future development.
AJ 2	Critically analyze and discuss issues of crime and justice from varying perspectives.
AJ 2	Utilize conclusions from scholarly research in creating informed positions on controversial issues in criminal justice.
AJ 2	Demonstrate the ability to raise critically relevant questions based on independent reading of criminal justice literature.
AJ 2	Effectively follow the appropriate writing style practiced in the social sciences.
AJ 2	Explain the definitions of crime.
AJ 2	Understand the extent of the crime problem in America.
AJ 3	Use various on-line legal resources to access legal information.
AJ 3	Identify and interpret various State statutes and legal terminology.
AJ 3	Perform legal research independently.
AJ 3	Prepare legal briefs of appellate court decisions.
AJ 4	Discuss the goals and characteristics of criminal law.
AJ 4	Explain the adversary system and sources of criminal law.
AJ 4	Discuss the philosophical and historical evolution of criminal law, noting the role of the judiciary in its development.
AJ 4	Know the basic terminology, definitions and theories of criminal law.
AJ 4	Identify elements of offenses against the person, property, morals and public welfare.
AJ 4	Classify crimes according to severity.
AJ 4	Explain the concept of lesser included offenses.
AJ 4	Explain capacity to commit crime, causation, and culpability.
AJ 4	Critically analyze various components of our system of criminal law.
AJ 4	Prepare legal briefs of appellate course decisions.
AJ 6	Identify and differentiate various types of evidence.
AJ 6	Define and describe key rules of evidence.
AJ 6	Critically evaluate and apply the rules of evidence to specific case facts.
AJ 6	Prepare legal briefs of appellate course decisions.
AJ 7	Explain the importance of police report writing responsibilities as they relate to case prosecution.
AJ 7	Utilize basic English grammar and comprehension skills to prepare police reports.
AJ 7	Transfer visual information, crime scene analysis and witness statements to standardized police reports.
AJ 7	Demonstrate the ability to prepare professional police reports and supporting documentation for submission to the District Attorney's office or the United States Attorney's office for prosecution.
AJ 8	Identify and explain the role of documentation in the criminal investigative process.
AJ 8	Recognize, identify and explain the implications of a given piece of evidence in a criminal process.
AJ 8	Identify critical ethical issues relating to criminal investigation.
AJ 8	Describe successive evolutionary stages of the criminal investigative process.
AJ 8	Identify procedures for first responders to crime scenes.
AJ 8	Describe the duties related to the basic functions of crime scene management (management control, evidence search and processing, general area investigation).
AJ 8	Identify role of forensic examination in a criminal investigative process.
AJ 8	Compare and contrast the legalities and strategies of interview and interrogation.
AJ 8	Identify key information sources and data systems available to investigators.
AJ 8	Explain the role of the investigator in the judicial process.
AJ 10	Critically analyze and describe the juvenile justice system and it context in the criminal justice system.
AJ 10	Identify career opportunities and current employment requirements in regards to juvenile offenders.
AJ 10	Critically distinguish between delinquency, status offenses, and dependency.
AJ 10	Critically Analyze the distinctions between the adult and juvenile justice systems.
AJ 10	Critically evaluate Constitutional protections extended to juveniles thru judicial decisions.
AJ 10	Critically appraise the Juvenile Court Dispositions.
AJ 11	Identify and describe the stages in the trial process.
AJ 11	Identify and critically analyze the concepts of due process as found in the 6th, 8th, and 14th amendments, including right to counsel, bail, jury trial and due process.
AJ 11	Describe the history and application of the exclusionary rule in shaping criminal procedure.
AJ 11	Describe application of the right to counsel in a criminal case.
AJ 11	Describe application of the right to a jury trial.
AJ 11	Critically analyze the constitutionality of searches, seizures, admissions and confessions.
AJ 11	Describe what constitutes an unreasonable search and seizure.
AJ 11	Describe the Miranda decision and the privilege against self-incrimination.
AJ 11	Prepare legal briefs of appellate course decisions.
AJ 13	Analyze the impact, structure and operations of organized crime groups.
AJ 13	Identify the symptoms of organized crime in the community and describe the role of the citizen in organized crime control.
AJ 13	List and describe specific criminal violations in the areas of vice, such as gambling, prostitution and drugs, with emphasis upon narcotics, obscenity and pornography.
AJ 13	Identify and discuss the techniques of organized criminal groups in fraud and theft cases, (often referred to as white-collar crimes).
AJ 13	Identify the different intelligence and management techniques used in criminal justice agencies, to control the crimes said to be committed by organized groups.
AJ 13	Evaluate the different intelligence and management techniques used in criminal justice agencies, to control the crimes said to be committed by organized groups.
AJ 14	Explain the history and evolution of multiculturalism in the U.S. and the challenges presented by a multicultural society.
AJ 14	Identify and explain key issues that pose potential conflict between diverse communities and the courts, police and corrections.
AJ 14	Identify and describe the strategies for the administration of justice in a multicultural society.
AJ 97	Develop a set of research notes based on personal observations, readings, discussions and media presentations. Notes must be orderly, legible and meaningful for future reference, and include analytical questions.
AJ 97	Produce a summary research report with supporting notes that is orderly, legible and meaningful for future reference; including an index and bibliography.
AJ 97	Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of at least 1,500 words in a proper research-paper form, on a chosen topic that is pertinent to the special study theme.
AJ 99	Identify CWE objectives that are unique to each student and employment situation in consultation with their employer and CWE instructor prior to enrollment.
AJ 99	Describe the importance of on-the-job responsibilities.
AJ 99	Identify the attitudes and knowledge elements necessary for success.
AJLE 1	Recognize signs and symptoms of mental illness
AJLE 1	Effectively communicate with a person in crisis having a mental illness or developmental disability
AJLE 1	De-escalate individuals with mental illness in crisis
AJLE 1	Identify coping skills that will benefit the officers' professional and personal lives
AJLE 100	Meet or exceed the requirements as set forth by Peace Officer Standards and Training (P.O.S.T.) for California Peace Officer Training for LD-32 Lifetime Fitness.
AJLE 100	Evaluate and manage their physical fitness and maintain a healthy lifestyle in order to safely and effectively perform peace officer duties.
AJLE 100	Describe the connection between proper nutrition and maintaining body composition, physical conditioning, and reducing the risk of illness or injury.
AJLE 100	Identify and describe common health problems and utilize appropriate risk management techniques to ensure health and physical fitness.
AJLE 100	List the causes of stress and explain how to manage it effectively in order to protect personal health and ensure the ability to perform peace officer duties.
AJLE 140	Meet or exceed the requirements as set forth by Peace Officer Standards and Training (P.O.S.T.) for California Peace Officer Training with the exception of LD-32 Lifetime Fitness.
AJLE 140	Demonstrate, through written exams, crime scene scenario testing, and manipulative skills, core competencies as mandated by P.O.S.T.
AJLE 141	Demonstrate competency in 42 P.O.S.T. learning domains.
AJLE 141	Demonstrate, through written exams, crime scene scenario testing, and manipulative skills, core competencies as mandated by P.O.S.T.
AJLE 141	Demonstrate, through written exams, DFG scenario testing, and manipulative skills, core competencies as mandated by DFG.
AJLE 142	Meet or exceed the requirements as set forth by P.O.S.T.
AJLE 142	Demonstrate, through written exams, scenario testing, and manipulative skills, core competencies as mandated by P.O.S.T.
AJLE 142	Demonstrate, through written exam, DFG scenario testing, and manipulative skills, core competencies as mandated by DFG.
AJLE 142	Demonstrate, through written exams, scenario testing, and manipulative skills, core competencies as mandated by P.O.S.T.
AJLE 142	Demonstrate, through written exams, scenario testing, and manipulative skills, core competencies as mandated by P.O.S.T.
AJLE 150	Demonstrate an understanding of P.O.S.T. Learning Domains 1 (Professionalism and Ethics); 2 (Criminal Justice System); 3 (Community Relations); and 5 (Introduction to Criminal Law).
AJLE 150	Demonstrate an understanding of P.O.S.T. Learning Domains 6 (Crimes Against Property); 7 (Crimes Against Persons); and 8 (General Criminal Statutes).
AJLE 150	Demonstrate an understanding of P.O.S.T. Learning Domains 15 (Laws of Arrest); 16 (Search and Seizure); and 20 (Use of Force).
AJLE 150	Demonstrate an understanding of P.O.S.T. Learning Domains 31 (Custody); 36 (Information Systems); and 39 (Crimes Against the Justice System).
AJLE 151A	Define professionalism and ethics
AJLE 151A	Identify the components of the criminal justice system
AJLE 151A	Identify the steps of decision making
AJLE 151A	Identify the elements of crime and law
AJLE 151A	Identify the laws of evidence
AJLE 151A	Demonstrate basic investigation and interrogation skills
AJLE 151A	Demonstrate basic communication and report writing skills
AJLE 151A	Demonstrate arrest and control techniques
AJLE 151B	Identify basic types of handguns
AJLE 151B	Demonstrate firearm safety
AJLE 151B	Demonstrate handgun shooting principles
AJLE 151B	Demonstrate target and combat shooting techniques
AJLE 153	Meet or exceed the requirements as set forth by P.O.S.T., consisting of 27 comprehensive learning domains and the demonstration, through written exams and skills demonstrations, of acquired core competencies.
AJLE 153	Demonstrate, through written exams, scenario testing, and manipulative skills, core competencies as mandated by P.O.S.T.
AJLE 164	Describe the basic roles, responsibilities, and duties of the public safety dispatcher within the law enforcement agencies.
AJLE 164	Demonstrate practical application of learned information to all newly appointed public safety dispatchers.
AJLE 164	Explain the skills and knowledge necessary to work in a law enforcement communications center in a productive and professional manner.
ALH 2	Differentiate signs and symptoms of specific illnesses and injuries.
ALH 2	Describe and demonstrate how to care for specific illnesses and injuries.
ALH 2	Demonstrate CPR to the Health Care Provider level.
ALH 2	Identify and describe the various career pathways available in the health care field.
ALH 99	Identify CWE objectives that are unique to each student and employment situation in consultation with their employer and CWE instructor prior to enrollment.
ALH 99	Describe the importance of on-the-job responsibilities.
ALH 99	Identify the attitudes and knowledge elements necessary for success.
ALH 104	Interpret the meaning of medical terms by analyzing the basic elements of the terms.
ALH 104	Classify medical terms in relation to basic anatomy, physiology, and pathology of body systems.
ALH 104	Identify medical terms correctly.
ALH 104	Pronounce medical terms correctly.
ANTH 2	Describe the scientific process as a methodology for understanding the natural world.
ANTH 2	Define the scope of anthropology and discuss the role of biological anthropology within the discipline.
ANTH 2	Identify the main contributors to the development of evolutionary theory.
ANTH 2	Explain the basic principles of Mendelian, molecular and population genetics.
ANTH 2	Evaluate how the forces of evolution produce genetic and phenotypic change over time.
ANTH 2	Demonstrate an understanding of classification, morphology and behavior of living primates.
ANTH 2	Summarize methods used in interpreting the fossil record, including dating techniques.
ANTH 2	Recognize the major groups of hominin fossils and describe alternate phylogenies for human evolution.
ANTH 2	Identify the biological and cultural factors responsible for human variation.
ANTH 2H	analyze and synthesize significant global ideas and primary original works and writing;
ANTH 2H	demonstrate critical thinking skills in seminar-type discussions;
ANTH 2H	demonstrate advanced writing skills and critical, creative thinking in composing a minimum of 5000 words in analytical papers and reading responses;
ANTH 2H	generate creative, original responses to course material;
ANTH 2H	demonstrate and apply the foundations of evolutionary theory across a variety of living communities including extinct and living human groups;
ANTH 2H	compare evolutionary patterns for primates and apply to an understanding of human evolution;
ANTH 2H	apply and synthesize concepts associated with human variation as a means of understanding biological variation and for challenging the fallacy of race;
ANTH 2H	demonstrate a working knowledge of DNA replication, genetics, and epigenetics.
ANTH 4	Define the scope of anthropology and discuss the role of cultural anthropology within the discipline.
ANTH 4	Recognize the methods, theories and perspectives used to study and understand human cultures.
ANTH 4	Explain the importance of the ethnographic method in the study of culture.
ANTH 4	Employ the relativist perspective while discussing cultural variation.
ANTH 4	Demonstrate an understanding of anthropological concepts including ethnicity, gender, political organization, economic systems, kinship, rituals and belief systems.
ANTH 4	Explain the interconnectedness of the economic, political and sociocultural forces of globalization amongst diverse cultural groups.
ANTH 4	Analyze and evaluate the ethical issues anthropologists encounter, and professional ethical obligations that must be met in the study of and application in cultural groups different from their own.
ANTH 4H	analyze and synthesize significant global ideas and primary original works and writing;
ANTH 4H	demonstrate critical thinking skills in seminar-type discussions;
ANTH 4H	demonstrate advanced writing skills and critical, creative thinking in composing a minimum of 5,000 words in analytical papers and reading responses;
ANTH 4H	generate creative, original responses to course material;
ANTH 4H	describe and summarize a comprehensive body of knowledge pertaining to the foundations of cultural anthropology;
ANTH 4H	describe and analyze cultural anthropological perspectives across a range of important thematic areas including cultural relativism, cross-cultural patterns associated with subsistence, economics, social organization, and world view;
ANTH 4H	review and critique ethnocentric views of human culture and history providing a broad based "holistic" perspective of humanity;
ANTH 4H	describe the consequences of extreme culture contact situations and the impact that colonization and globalization has had on small-scale traditional societies;
